rank,rank_stylectrl,model,arena_score,95_pct_ci,votes,organization,license,knowledge_cutoff,url,snapshot_date_extracted,arena_elo
112,,CodeLlama-34B-instruct,1043.0,+7/-7,7505,Meta,Llama 2 Community,2023/7,https://huggingface.co/codellama/CodeLlama-34b-Instruct-hf,2024-09-28,
113,,Vicuna-13B,1042.0,+4/-5,19786,LMSYS,Llama 2 Community,2023/7,https://huggingface.co/lmsys/vicuna-13b-v1.5,2024-09-28,
113,,Gemma-7b-it,1038.0,+6/-6,9174,Google,Gemma license,2024/2,https://huggingface.co/google/gemma-7b-it,2024-09-28,
113,,Llama-2-7b-chat,1037.0,+5/-5,14546,Meta,Llama 2 Community,2023/7,https://huggingface.co/meta-llama/Llama-2-7b-chat-hf,2024-09-28,
113,,Phi-3-Mini-128k-Instruct,1037.0,+4/-4,21595,Microsoft,MIT,2023/10,https://azure.microsoft.com/en-us/blog/introducing-phi-3-redefining-whats-possible-with-slms/,2024-09-28,
113,,Qwen-14B-Chat,1035.0,+8/-11,5065,Alibaba,Qianwen LICENSE,2023/8,https://huggingface.co/Qwen/Qwen-14B-Chat,2024-09-28,
113,,Guanaco-33B,1033.0,+12/-12,2997,UW,Non-commercial,2023/5,https://huggingface.co/timdettmers/guanaco-33b-merged,2024-09-28,
122,,Gemma-1.1-2b-it,1021.0,+5/-5,11359,Google,Gemma license,2024/2,https://huggingface.co/google/gemma-1.1-2b-it,2024-09-28,
122,,StripedHyena-Nous-7B,1018.0,+8/-7,5267,Together AI,Apache 2.0,2023/12,https://huggingface.co/togethercomputer/StripedHyena-Nous-7B,2024-09-28,
123,,OLMo-7B-instruct,1016.0,+7/-7,6491,Allen AI,Apache-2.0,2024/2,https://huggingface.co/allenai/OLMo-7B-Instruct,2024-09-28,
126,,Mistral-7B-Instruct-v0.1,1008.0,+7/-5,9133,Mistral,Apache 2.0,2023/9,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.1,2024-09-28,
126,,Vicuna-7B,1005.0,+7/-8,7016,LMSYS,Llama 2 Community,2023/7,https://huggingface.co/lmsys/vicuna-7b-v1.5,2024-09-28,
127,,PaLM-Chat-Bison-001,1004.0,+6/-7,8743,Google,Proprietary,2021/6,https://cloud.google.com/vertex-ai/docs/generative-ai/learn/models#foundation_models,2024-09-28,
129,,Gemma-2b-it,990.0,+10/-8,4914,Google,Gemma license,2024/2,https://huggingface.co/google/gemma-2b-it,2024-09-28,
131,,Qwen1.5-4B-Chat,989.0,+7/-8,7807,Alibaba,Qianwen LICENSE,2024/2,https://qwenlm.github.io/blog/qwen1.5/,2024-09-28,
133,,Koala-13B,965.0,+9/-7,7033,UC Berkeley,Non-commercial,2023/4,https://bair.berkeley.edu/blog/2023/04/03/koala/,2024-09-28,
133,,ChatGLM3-6B,956.0,+8/-7,4763,Tsinghua,Apache-2.0,2023/10,https://huggingface.co/THUDM/chatglm3-6b,2024-09-28,
135,,GPT4All-13B-Snoozy,932.0,+14/-15,1786,Nomic AI,Non-commercial,2023/3,https://huggingface.co/nomic-ai/gpt4all-13b-snoozy,2024-09-28,
135,,MPT-7B-Chat,928.0,+9/-10,4015,MosaicML,CC-BY-NC-SA-4.0,2023/5,https://huggingface.co/mosaicml/mpt-7b-chat,2024-09-28,
135,,ChatGLM2-6B,924.0,+12/-12,2708,Tsinghua,Apache-2.0,2023/6,https://huggingface.co/THUDM/chatglm2-6b,2024-09-28,
135,,RWKV-4-Raven-14B,922.0,+11/-7,4932,RWKV,Apache 2.0,2023/4,https://huggingface.co/BlinkDL/rwkv-4-raven,2024-09-28,
139,,Alpaca-13B,902.0,+7/-10,5869,Stanford,Non-commercial,2023/3,https://crfm.stanford.edu/2023/03/13/alpaca.html,2024-09-28,
139,,OpenAssistant-Pythia-12B,894.0,+8/-9,6378,OpenAssistant,Apache 2.0,2023/4,https://huggingface.co/OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,2024-09-28,
140,,ChatGLM-6B,879.0,+8/-8,4994,Tsinghua,Non-commercial,2023/3,https://huggingface.co/THUDM/chatglm-6b,2024-09-28,
141,,FastChat-T5-3B,868.0,+10/-10,4300,LMSYS,Apache 2.0,2023/4,https://huggingface.co/lmsys/fastchat-t5-3b-v1.0,2024-09-28,
143,,StableLM-Tuned-Alpha-7B,840.0,+11/-14,3339,Stability AI,CC-BY-NC-SA-4.0,2023/4,https://huggingface.co/stabilityai/stablelm-tuned-alpha-7b,2024-09-28,
143,,Dolly-V2-12B,823.0,+11/-11,3487,Databricks,MIT,2023/4,https://huggingface.co/databricks/dolly-v2-12b,2024-09-28,
145,,LLaMA-13B,799.0,+12/-15,2444,Meta,Non-commercial,2023/2,https://arxiv.org/abs/2302.13971,2024-09-28,
1,,o1-preview,1355.0,+12/-11,2991,OpenAI,Proprietary,2023/10,https://platform.openai.com/docs/models/o1,2024-09-19,
2,,ChatGPT-4o-latest (2024-09-03),1335.0,+5/-6,10213,OpenAI,Proprietary,2023/10,https://help.openai.com/en/articles/9624314-model-release-notes,2024-09-19,
2,,o1-mini,1324.0,+12/-9,3009,OpenAI,Proprietary,2023/10,https://platform.openai.com/docs/models/o1,2024-09-19,
4,,Gemini-1.5-Pro-Exp-0827,1299.0,+5/-4,28229,Google,Proprietary,2023/11,https://aistudio.google.com/app/prompts/new_chat?model=gemini-1.5-pro-exp-0827,2024-09-19,
4,,Grok-2-08-13,1294.0,+4/-4,23999,xAI,Proprietary,2024/3,https://x.ai/blog/grok-2,2024-09-19,
6,,GPT-4o-2024-05-13,1285.0,+3/-3,90695,OpenAI,Proprietary,2023/10,https://openai.com/index/hello-gpt-4o/,2024-09-19,
7,,GPT-4o-mini-2024-07-18,1273.0,+3/-3,30434,OpenAI,Proprietary,2023/10,https://openai.com/index/gpt-4o-mini-advancing-cost-efficient-intelligence/,2024-09-19,
7,,Claude 3.5 Sonnet,1269.0,+3/-3,62977,Anthropic,Proprietary,2024/4,https://www.anthropic.com/news/claude-3-5-sonnet,2024-09-19,
7,,Gemini-1.5-Flash-Exp-0827,1269.0,+4/-4,22264,Google,Proprietary,2023/11,https://aistudio.google.com/app/prompts/new_chat?model=gemini-1.5-flash-exp-0827,2024-09-19,
7,,Grok-2-Mini-08-13,1267.0,+4/-5,22041,xAI,Proprietary,2024/3,https://x.ai/blog/grok-2,2024-09-19,
7,,Gemini Advanced App (2024-05-14),1267.0,+3/-3,52218,Google,Proprietary,Online,https://gemini.google.com/advanced,2024-09-19,
7,,Meta-Llama-3.1-405b-Instruct-fp8,1266.0,+4/-4,31280,Meta,Llama 3.1 Community,2023/12,https://ai.meta.com/blog/meta-llama-3-1/,2024-09-19,
7,,Meta-Llama-3.1-405b-Instruct-bf16,1264.0,+6/-8,5865,Meta,Llama 3.1 Community,2023/12,https://ai.meta.com/blog/meta-llama-3-1/,2024-09-19,
8,,GPT-4o-2024-08-06,1263.0,+4/-3,22562,OpenAI,Proprietary,2023/10,https://platform.openai.com/docs/models/gpt-4o,2024-09-19,
12,,Gemini-1.5-Pro-001,1259.0,+3/-3,80656,Google,Proprietary,2023/11,https://aistudio.google.com/app/prompts/new_chat?model=gemini-1.5-pro,2024-09-19,
14,,GPT-4-Turbo-2024-04-09,1257.0,+3/-2,92973,OpenAI,Proprietary,2023/12,https://platform.openai.com/docs/models/gpt-4-turbo-and-gpt-4,2024-09-19,
17,,GPT-4-1106-preview,1251.0,+2/-3,97378,OpenAI,Proprietary,2023/4,https://openai.com/blog/new-models-and-developer-products-announced-at-devday,2024-09-19,
17,,Mistral-Large-2407,1250.0,+4/-4,27285,Mistral,Mistral Research,2024/7,https://mistral.ai/news/mistral-large-2407/,2024-09-19,
17,,Athene-70b,1250.0,+4/-4,20738,NexusFlow,CC-BY-NC-4.0,2024/7,https://huggingface.co/Nexusflow/Athene-70B,2024-09-19,
17,,Deepseek-v2.5,1248.0,+6/-7,5595,DeepSeek,DeepSeek,Unknown,https://huggingface.co/deepseek-ai/DeepSeek-V2.5,2024-09-19,
17,,Claude 3 Opus,1248.0,+3/-2,165503,Anthropic,Proprietary,2023/8,https://www.anthropic.com/news/claude-3-family,2024-09-19,
17,,Meta-Llama-3.1-70b-Instruct,1248.0,+4/-4,26253,Meta,Llama 3.1 Community,2023/12,https://ai.meta.com/blog/meta-llama-3-1/,2024-09-19,
17,,GPT-4-0125-preview,1245.0,+4/-2,90560,OpenAI,Proprietary,2023/12,https://openai.com/blog/new-models-and-developer-products-announced-at-devday,2024-09-19,
22,,Yi-Large-preview,1240.0,+4/-3,51708,01 AI,Proprietary,Unknown,https://platform.lingyiwanwu.com/docs#%E6%A8%A1%E5%9E%8B,2024-09-19,
25,,Reka-Core-20240722,1230.0,+5/-5,13333,Reka AI,Proprietary,Unknown,https://docs.reka.ai/available-models,2024-09-19,
25,,Qwen-Plus-0828,1227.0,+7/-6,6645,Alibaba,Proprietary,Unknown,https://help.aliyun.com/zh/model-studio/getting-started/models,2024-09-19,
25,,Gemini-1.5-Flash-001,1227.0,+3/-2,64810,Google,Proprietary,2023/11,https://aistudio.google.com/app/prompts/new_chat?model=gemini-1.5-flash,2024-09-19,
25,,Jamba-1.5-Large,1221.0,+5/-6,9191,AI21 Labs,Jamba Open,2024/3,https://www.ai21.com/jamba,2024-09-19,
27,,Deepseek-v2-API-0628,1219.0,+5/-3,19621,DeepSeek AI,DeepSeek,Unknown,https://platform.deepseek.com/api-docs/updates#deepseek-chat,2024-09-19,
27,,Gemma-2-27b-it,1217.0,+5/-3,37529,Google,Gemma license,2024/6,https://aistudio.google.com/app/prompts/new_chat?model=gemma-2-27b-it,2024-09-19,
28,,Gemma-2-9b-it-SimPO,1216.0,+6/-4,10617,Princeton,MIT,2024/7,https://huggingface.co/princeton-nlp/gemma-2-9b-it-SimPO,2024-09-19,
28,,Deepseek-Coder-v2-0724,1214.0,+5/-5,11772,DeepSeek,Proprietary,Unknown,https://platform.deepseek.com/api-docs/updates/#version-2024-07-24,2024-09-19,
28,,Yi-Large,1212.0,+5/-4,16674,01 AI,Proprietary,Unknown,https://platform.01.ai/docs#models-and-pricing,2024-09-19,
28,,Command R+ (08-2024),1211.0,+8/-6,5653,Cohere,CC-BY-NC-4.0,2024/8,https://docs.cohere.com/docs/command-r-plus#model-details,2024-09-19,
31,,Nemotron-4-340B-Instruct,1209.0,+5/-3,20650,Nvidia,NVIDIA Open Model,2023/6,https://huggingface.co/nvidia/Nemotron-4-340B-Instruct,2024-09-19,
32,,Llama-3-70b-Instruct,1206.0,+3/-2,163849,Meta,Llama 3 Community,2023/12,https://llama.meta.com/llama3/,2024-09-19,
32,,GLM-4-0520,1206.0,+5/-4,10230,Zhipu AI,Proprietary,Unknown,https://open.bigmodel.cn/dev/api#language,2024-09-19,
32,,Gemini-1.5-Flash-8b-Exp-0827,1205.0,+5/-3,22117,Google,Proprietary,2023/11,https://aistudio.google.com/app/prompts/new_chat?model=gemini-1.5-flash-8b-exp-0827,2024-09-19,
34,,Reka-Flash-20240722,1200.0,+5/-4,13775,Reka AI,Proprietary,Unknown,https://docs.reka.ai/available-models,2024-09-19,
37,,Claude 3 Sonnet,1201.0,+3/-3,113039,Anthropic,Proprietary,2023/8,https://www.anthropic.com/news/claude-3-family,2024-09-19,
37,,Reka-Core-20240501,1200.0,+4/-3,62610,Reka AI,Proprietary,Unknown,https://www.reka.ai/news/reka-core-our-frontier-class-multimodal-language-model,2024-09-19,
42,,Command R+ (04-2024),1190.0,+3/-3,80852,Cohere,CC-BY-NC-4.0,2024/3,https://txt.cohere.com/command-r-plus-microsoft-azure/,2024-09-19,
42,,Gemma-2-9b-it,1188.0,+4/-4,30237,Google,Gemma license,2024/6,https://aistudio.google.com/app/prompts/new_chat?model=gemma-2-9b-it,2024-09-19,
42,,Qwen2-72B-Instruct,1187.0,+4/-3,38976,Alibaba,Qianwen LICENSE,2024/6,https://qwenlm.github.io/blog/qwen2/,2024-09-19,
42,,GPT-4-0314,1186.0,+3/-3,55947,OpenAI,Proprietary,2021/9,https://openai.com/research/gpt-4,2024-09-19,
42,,GLM-4-0116,1183.0,+8/-6,7578,Zhipu AI,Proprietary,Unknown,https://open.bigmodel.cn/,2024-09-19,
43,,Qwen-Max-0428,1183.0,+4/-4,25700,Alibaba,Proprietary,Unknown,https://help.aliyun.com/zh/dashscope/developer-reference/api-details,2024-09-19,
45,,DeepSeek-Coder-V2-Instruct,1178.0,+5/-4,15792,DeepSeek AI,DeepSeek License,2024/6,https://huggingface.co/deepseek-ai/DeepSeek-Coder-V2-Instruct,2024-09-19,
46,,Claude 3 Haiku,1179.0,+3/-2,114780,Anthropic,Proprietary,2023/8,https://www.anthropic.com/news/claude-3-family,2024-09-19,
46,,Jamba-1.5-Mini,1176.0,+6/-7,9305,AI21 Labs,Jamba Open,2024/3,https://www.ai21.com/jamba,2024-09-19,
47,,Command R (08-2024),1171.0,+7/-6,5837,Cohere,CC-BY-NC-4.0,2024/8,https://docs.cohere.com/docs/command-r-plus#model-details,2024-09-19,
49,,Meta-Llama-3.1-8b-Instruct,1171.0,+4/-3,24107,Meta,Llama 3.1 Community,2023/12,https://ai.meta.com/blog/meta-llama-3-1/,2024-09-19,
50,,Reka-Flash-Preview-20240611,1165.0,+4/-5,20464,Reka AI,Proprietary,Unknown,https://docs.reka.ai/http-api.html#generation,2024-09-19,
52,,GPT-4-0613,1163.0,+3/-2,91629,OpenAI,Proprietary,2021/9,https://platform.openai.com/docs/models/gpt-4-and-gpt-4-turbo,2024-09-19,
52,,Qwen1.5-110B-Chat,1162.0,+4/-3,27451,Alibaba,Qianwen LICENSE,2024/4,https://qwenlm.github.io/blog/qwen1.5-110b/,2024-09-19,
53,,Reka-Flash-21B-online,1156.0,+5/-5,16034,Reka AI,Proprietary,Online,https://docs.reka.ai/http-api.html#generation,2024-09-19,
54,,Mistral-Large-2402,1157.0,+3/-2,64931,Mistral,Proprietary,Unknown,https://mistral.ai/news/mistral-large/,2024-09-19,
55,,Yi-1.5-34B-Chat,1157.0,+3/-3,25134,01 AI,Apache-2.0,2024/5,https://huggingface.co/01-ai/Yi-1.5-34B-Chat,2024-09-19,
57,,Llama-3-8b-Instruct,1152.0,+2/-2,109335,Meta,Llama 3 Community,2023/3,https://llama.meta.com/llama3/,2024-09-19,
58,,Claude-1,1149.0,+4/-4,21162,Anthropic,Proprietary,Unknown,https://www.anthropic.com/index/introducing-claude,2024-09-19,
58,,Command R (04-2024),1149.0,+3/-3,56368,Cohere,CC-BY-NC-4.0,2024/3,https://txt.cohere.com/command-r,2024-09-19,
58,,Mistral Medium,1148.0,+4/-3,35543,Mistral,Proprietary,Unknown,https://mistral.ai/news/la-plateforme/,2024-09-19,
58,,Reka-Flash-21B,1148.0,+4/-4,25795,Reka AI,Proprietary,2023/11,https://www.reka.ai/news/reka-flash-efficient-and-capable-multimodal-language-models,2024-09-19,
59,,Mixtral-8x22b-Instruct-v0.1,1147.0,+4/-3,53817,Mistral,Apache 2.0,2024/4,https://mistral.ai/news/mixtral-8x22b/,2024-09-19,
59,,Qwen1.5-72B-Chat,1147.0,+3/-3,40604,Alibaba,Qianwen LICENSE,2024/2,https://qwenlm.github.io/blog/qwen1.5/,2024-09-19,
66,,Gemma-2-2b-it,1135.0,+5/-4,20713,Google,Gemma license,2024/7,https://aistudio.google.com/app/prompts/new_chat?model=gemma-2-2b-it,2024-09-19,
66,,Claude-2.0,1132.0,+7/-4,12764,Anthropic,Proprietary,Unknown,https://www.anthropic.com/index/claude-2,2024-09-19,
66,,Gemini-1.0-Pro-001,1132.0,+5/-5,18773,Google,Proprietary,2023/4,https://aistudio.google.com/app/prompts/new_chat?model=gemini-1.0-pro,2024-09-19,
66,,Zephyr-ORPO-141b-A35b-v0.1,1127.0,+8/-10,4856,HuggingFace,Apache 2.0,2024/4,https://huggingface.co/HuggingFaceH4/zephyr-orpo-141b-A35b-v0.1,2024-09-19,
67,,Qwen1.5-32B-Chat,1126.0,+4/-4,22737,Alibaba,Qianwen LICENSE,2024/2,https://qwenlm.github.io/blog/qwen1.5-32b/,2024-09-19,
67,,Mistral-Next,1125.0,+6/-5,12376,Mistral,Proprietary,Unknown,https://chat.mistral.ai/chat,2024-09-19,
68,,Phi-3-Medium-4k-Instruct,1123.0,+5/-3,26139,Microsoft,MIT,2023/10,https://huggingface.co/microsoft/Phi-3-medium-4k-instruct,2024-09-19,
69,,Starling-LM-7B-beta,1119.0,+4/-4,16661,Nexusflow,Apache-2.0,2024/3,https://huggingface.co/Nexusflow/Starling-LM-7B-beta,2024-09-19,
69,,Claude-2.1,1118.0,+4/-3,37676,Anthropic,Proprietary,Unknown,https://www.anthropic.com/index/claude-2-1,2024-09-19,
70,,GPT-3.5-Turbo-0613,1117.0,+4/-3,38943,OpenAI,Proprietary,2021/9,https://platform.openai.com/docs/models/gpt-3-5,2024-09-19,
72,,Gemini Pro,1111.0,+7/-7,6556,Google,Proprietary,2023/4,https://blog.google/technology/ai/gemini-api-developers-cloud/,2024-09-19,
73,,Claude-Instant-1,1111.0,+5/-5,20620,Anthropic,Proprietary,Unknown,https://www.anthropic.com/index/introducing-claude,2024-09-19,
73,,Yi-34B-Chat,1111.0,+4/-4,15926,01 AI,Yi License,2023/6,https://huggingface.co/01-ai/Yi-34B-Chat,2024-09-19,
73,,GPT-3.5-Turbo-0314,1107.0,+9/-9,5650,OpenAI,Proprietary,2021/9,https://platform.openai.com/docs/models/gpt-3-5,2024-09-19,
74,,WizardLM-70B-v1.0,1106.0,+9/-6,8386,Microsoft,Llama 2 Community,2023/8,https://huggingface.co/WizardLM/WizardLM-70B-V1.0,2024-09-19,
75,,Mixtral-8x7b-Instruct-v0.1,1114.0,+0/-0,76104,Mistral,Apache 2.0,2023/12,https://mistral.ai/news/mixtral-of-experts/,2024-09-19,
76,,Qwen1.5-14B-Chat,1109.0,+5/-4,18657,Alibaba,Qianwen LICENSE,2024/2,https://qwenlm.github.io/blog/qwen1.5/,2024-09-19,
77,,GPT-3.5-Turbo-0125,1106.0,+3/-3,68863,OpenAI,Proprietary,2021/9,https://platform.openai.com/docs/models/gpt-3-5-turbo,2024-09-19,
78,,Tulu-2-DPO-70B,1099.0,+8/-8,6660,AllenAI/UW,AI2 ImpACT Low-risk,2023/11,https://huggingface.co/allenai/tulu-2-dpo-70b,2024-09-19,
79,,DBRX-Instruct-Preview,1103.0,+3/-3,33713,Databricks,DBRX LICENSE,2023/12,https://www.databricks.com/blog/introducing-dbrx-new-state-art-open-llm,2024-09-19,
79,,Phi-3-Small-8k-Instruct,1102.0,+4/-4,18489,Microsoft,MIT,2023/10,https://huggingface.co/microsoft/Phi-3-small-8k-instruct,2024-09-19,
85,,Llama-2-70b-chat,1093.0,+4/-4,39621,Meta,Llama 2 Community,2023/7,https://huggingface.co/meta-llama/Llama-2-70b-chat-hf,2024-09-19,
86,,OpenChat-3.5-0106,1092.0,+5/-5,12978,OpenChat,Apache-2.0,2024/1,https://huggingface.co/openchat/openchat-3.5-0106,2024-09-19,
86,,Vicuna-33B,1091.0,+4/-5,22926,LMSYS,Non-commercial,2023/8,https://huggingface.co/lmsys/vicuna-33b-v1.3,2024-09-19,
86,,Snowflake Arctic Instruct,1090.0,+4/-4,34167,Snowflake,Apache 2.0,2024/4,https://www.snowflake.com/blog/arctic-open-efficient-foundation-language-models-snowflake/,2024-09-19,
86,,Starling-LM-7B-alpha,1088.0,+5/-6,10413,UC Berkeley,CC-BY-NC-4.0,2023/11,https://huggingface.co/berkeley-nest/Starling-LM-7B-alpha,2024-09-19,
86,,Nous-Hermes-2-Mixtral-8x7B-DPO,1085.0,+9/-9,3840,NousResearch,Apache-2.0,2024/1,https://huggingface.co/NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,2024-09-19,
86,,NV-Llama2-70B-SteerLM-Chat,1081.0,+12/-9,3635,Nvidia,Llama 2 Community,2023/11,https://huggingface.co/nvidia/Llama2-70B-SteerLM-Chat,2024-09-19,
88,,Gemma-1.1-7b-it,1084.0,+5/-4,25064,Google,Gemma license,2024/2,https://huggingface.co/google/gemma-1.1-7b-it,2024-09-19,
89,,pplx-70b-online,1078.0,+8/-8,6888,Perplexity AI,Proprietary,Online,https://blog.perplexity.ai/blog/introducing-pplx-online-llms,2024-09-19,
91,,DeepSeek-LLM-67B-Chat,1077.0,+6/-7,4979,DeepSeek AI,DeepSeek License,2023/11,https://huggingface.co/deepseek-ai/deepseek-llm-67b-chat,2024-09-19,
91,,OpenChat-3.5,1076.0,+7/-5,8113,OpenChat,Apache-2.0,2023/11,https://huggingface.co/openchat/openchat_3.5,2024-09-19,
92,,OpenHermes-2.5-Mistral-7b,1075.0,+7/-8,5089,NousResearch,Apache-2.0,2023/11,https://huggingface.co/teknium/OpenHermes-2.5-Mistral-7B,2024-09-19,
93,,Mistral-7B-Instruct-v0.2,1072.0,+5/-4,20046,Mistral,Apache-2.0,2023/12,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.2,2024-09-19,
93,,Phi-3-Mini-4k-Instruct-June-24,1071.0,+6/-6,12889,Microsoft,MIT,2023/10,https://huggingface.co/microsoft/Phi-3-mini-4k-instruct,2024-09-19,
93,,Qwen1.5-7B-Chat,1070.0,+8/-10,4859,Alibaba,Qianwen LICENSE,2024/2,https://qwenlm.github.io/blog/qwen1.5/,2024-09-19,
94,,GPT-3.5-Turbo-1106,1068.0,+5/-5,17017,OpenAI,Proprietary,2021/9,https://platform.openai.com/docs/models/gpt-3-5,2024-09-19,
94,,Dolphin-2.2.1-Mistral-7B,1063.0,+13/-10,1714,Cognitive Computations,Apache-2.0,2023/10,https://huggingface.co/ehartford/dolphin-2.2.1-mistral-7b,2024-09-19,
95,,SOLAR-10.7B-Instruct-v1.0,1062.0,+9/-8,4287,Upstage AI,CC-BY-NC-4.0,2023/11,https://huggingface.co/upstage/SOLAR-10.7B-Instruct-v1.0,2024-09-19,
96,,Phi-3-Mini-4k-Instruct,1066.0,+5/-4,21116,Microsoft,MIT,2023/10,https://huggingface.co/microsoft/Phi-3-mini-4k-instruct,2024-09-19,
99,,Llama-2-13b-chat,1063.0,+4/-4,19732,Meta,Llama 2 Community,2023/7,https://huggingface.co/meta-llama/Llama-2-13b-chat-hf,2024-09-19,
99,,WizardLM-13b-v1.2,1059.0,+9/-6,7187,Microsoft,Llama 2 Community,2023/7,https://huggingface.co/WizardLM/WizardLM-13B-V1.2,2024-09-19,
104,,Zephyr-7b-beta,1053.0,+6/-5,11322,HuggingFace,MIT,2023/10,https://huggingface.co/HuggingFaceH4/zephyr-7b-beta,2024-09-19,
105,,MPT-30B-chat,1046.0,+10/-9,2650,MosaicML,CC-BY-NC-SA-4.0,2023/6,https://huggingface.co/mosaicml/mpt-30b-chat,2024-09-19,
105,,CodeLlama-70B-instruct,1043.0,+13/-17,1191,Meta,Llama 2 Community,2024/1,https://huggingface.co/codellama/CodeLlama-70b-hf,2024-09-19,
105,,Zephyr-7b-alpha,1041.0,+16/-12,1816,HuggingFace,MIT,2023/10,https://huggingface.co/HuggingFaceH4/zephyr-7b-alpha,2024-09-19,
108,,pplx-7b-online,1045.0,+7/-7,6338,Perplexity AI,Proprietary,Online,https://blog.perplexity.ai/blog/introducing-pplx-online-llms,2024-09-19,
108,,CodeLlama-34B-instruct,1043.0,+8/-6,7508,Meta,Llama 2 Community,2023/7,https://huggingface.co/codellama/CodeLlama-34b-Instruct-hf,2024-09-19,
108,,falcon-180b-chat,1035.0,+16/-15,1326,TII,Falcon-180B TII License,2023/9,https://huggingface.co/tiiuae/falcon-180B-chat,2024-09-19,
109,,Vicuna-13B,1042.0,+5/-5,19789,LMSYS,Llama 2 Community,2023/7,https://huggingface.co/lmsys/vicuna-13b-v1.5,2024-09-19,
109,,Gemma-7b-it,1038.0,+7/-6,9177,Google,Gemma license,2024/2,https://huggingface.co/google/gemma-7b-it,2024-09-19,
109,,Phi-3-Mini-128k-Instruct,1037.0,+4/-4,21609,Microsoft,MIT,2023/10,https://azure.microsoft.com/en-us/blog/introducing-phi-3-redefining-whats-possible-with-slms/,2024-09-19,
109,,Llama-2-7b-chat,1037.0,+5/-4,14553,Meta,Llama 2 Community,2023/7,https://huggingface.co/meta-llama/Llama-2-7b-chat-hf,2024-09-19,
109,,Qwen-14B-Chat,1035.0,+10/-9,5065,Alibaba,Qianwen LICENSE,2023/8,https://huggingface.co/Qwen/Qwen-14B-Chat,2024-09-19,
109,,Guanaco-33B,1033.0,+11/-12,2997,UW,Non-commercial,2023/5,https://huggingface.co/timdettmers/guanaco-33b-merged,2024-09-19,
117,,Gemma-1.1-2b-it,1021.0,+5/-4,11355,Google,Gemma license,2024/2,https://huggingface.co/google/gemma-1.1-2b-it,2024-09-19,
117,,StripedHyena-Nous-7B,1018.0,+9/-6,5267,Together AI,Apache 2.0,2023/12,https://huggingface.co/togethercomputer/StripedHyena-Nous-7B,2024-09-19,
119,,OLMo-7B-instruct,1016.0,+8/-7,6491,Allen AI,Apache-2.0,2024/2,https://huggingface.co/allenai/OLMo-7B-Instruct,2024-09-19,
122,,Mistral-7B-Instruct-v0.1,1008.0,+7/-6,9135,Mistral,Apache 2.0,2023/9,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.1,2024-09-19,
122,,Vicuna-7B,1005.0,+7/-9,7018,LMSYS,Llama 2 Community,2023/7,https://huggingface.co/lmsys/vicuna-7b-v1.5,2024-09-19,
122,,PaLM-Chat-Bison-001,1004.0,+9/-7,8742,Google,Proprietary,2021/6,https://cloud.google.com/vertex-ai/docs/generative-ai/learn/models#foundation_models,2024-09-19,
125,,Gemma-2b-it,989.0,+9/-9,4916,Google,Gemma license,2024/2,https://huggingface.co/google/gemma-2b-it,2024-09-19,
127,,Qwen1.5-4B-Chat,988.0,+7/-5,7802,Alibaba,Qianwen LICENSE,2024/2,https://qwenlm.github.io/blog/qwen1.5/,2024-09-19,
129,,Koala-13B,965.0,+8/-8,7033,UC Berkeley,Non-commercial,2023/4,https://bair.berkeley.edu/blog/2023/04/03/koala/,2024-09-19,
129,,ChatGLM3-6B,956.0,+7/-7,4761,Tsinghua,Apache-2.0,2023/10,https://huggingface.co/THUDM/chatglm3-6b,2024-09-19,
131,,GPT4All-13B-Snoozy,932.0,+13/-14,1786,Nomic AI,Non-commercial,2023/3,https://huggingface.co/nomic-ai/gpt4all-13b-snoozy,2024-09-19,
131,,MPT-7B-Chat,928.0,+9/-11,4015,MosaicML,CC-BY-NC-SA-4.0,2023/5,https://huggingface.co/mosaicml/mpt-7b-chat,2024-09-19,
131,,ChatGLM2-6B,924.0,+11/-11,2707,Tsinghua,Apache-2.0,2023/6,https://huggingface.co/THUDM/chatglm2-6b,2024-09-19,
131,,RWKV-4-Raven-14B,922.0,+10/-9,4934,RWKV,Apache 2.0,2023/4,https://huggingface.co/BlinkDL/rwkv-4-raven,2024-09-19,
135,,Alpaca-13B,902.0,+10/-7,5869,Stanford,Non-commercial,2023/3,https://crfm.stanford.edu/2023/03/13/alpaca.html,2024-09-19,
135,,OpenAssistant-Pythia-12B,894.0,+8/-10,6380,OpenAssistant,Apache 2.0,2023/4,https://huggingface.co/OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,2024-09-19,
136,,ChatGLM-6B,879.0,+10/-9,4994,Tsinghua,Non-commercial,2023/3,https://huggingface.co/THUDM/chatglm-6b,2024-09-19,
137,,FastChat-T5-3B,868.0,+8/-10,4301,LMSYS,Apache 2.0,2023/4,https://huggingface.co/lmsys/fastchat-t5-3b-v1.0,2024-09-19,
139,,StableLM-Tuned-Alpha-7B,840.0,+10/-12,3339,Stability AI,CC-BY-NC-SA-4.0,2023/4,https://huggingface.co/stabilityai/stablelm-tuned-alpha-7b,2024-09-19,
