rank,rank_stylectrl,model,arena_score,95_pct_ci,votes,organization,license,knowledge_cutoff,url,snapshot_date_extracted,arena_elo
24,18.0,GPT-4o-2024-05-13,1285.0,+2/-4,117781,OpenAI,Proprietary,2023/10,https://openai.com/index/hello-gpt-4o/,2025-03-17,
24,36.0,Qwen2.5-plus-1127,1282.0,+5/-5,10729,Alibaba,Proprietary,Unknown,https://help.aliyun.com/zh/model-studio/getting-started/models?spm=a2c4g.11186623.0.i7,2025-03-17,
25,11.0,Claude 3.5 Sonnet (20241022),1283.0,+4/-3,61714,Anthropic,Proprietary,2024/4,https://www.anthropic.com/news/3-5-models-and-computer-use,2025-03-17,
26,31.0,Deepseek-v2.5-1210,1279.0,+6/-8,7251,DeepSeek,DeepSeek,Unknown,https://huggingface.co/deepseek-ai/DeepSeek-V2.5-1210,2025-03-17,
28,26.0,Hunyuan-Large-2025-02-10,1272.0,+10/-7,3862,Tencent,Proprietary,Unknown,https://cloud.tencent.com/document/product/1729/104753,2025-03-17,
30,39.0,Athene-v2-Chat-72B,1275.0,+3/-3,26106,NexusFlow,NexusFlow,Unknown,https://huggingface.co/Nexusflow/Athene-V2-Chat,2025-03-17,
30,36.0,GLM-4-Plus,1274.0,+4/-4,27783,Zhipu AI,Proprietary,Unknown,https://bigmodel.cn/dev/howuse/glm-4,2025-03-17,
31,37.0,GPT-4o-mini-2024-07-18,1272.0,+3/-3,68555,OpenAI,Proprietary,2023/10,https://openai.com/index/gpt-4o-mini-advancing-cost-efficient-intelligence/,2025-03-17,
31,40.0,Gemini-1.5-Flash-002,1271.0,+3/-3,37012,Google,Proprietary,Unknown,https://aistudio.google.com/app/prompts/new_chat?instructions=lmsys&model=gemini-1.5-flash-002,2025-03-17,
31,51.0,Llama-3.1-Nemotron-70B-Instruct,1268.0,+7/-6,7581,Nvidia,Llama 3.1,2023/12,https://huggingface.co/nvidia/Llama-3.1-Nemotron-70B-Instruct,2025-03-17,
32,20.0,Claude 3.5 Sonnet (20240620),1268.0,+3/-3,86177,Anthropic,Proprietary,2024/4,https://www.anthropic.com/news/claude-3-5-sonnet,2025-03-17,
33,22.0,Meta-Llama-3.1-405B-Instruct-bf16,1268.0,+3/-3,37887,Meta,Llama 3.1 Community,2023/12,https://ai.meta.com/blog/meta-llama-3-1/,2025-03-17,
33,22.0,Meta-Llama-3.1-405B-Instruct-fp8,1267.0,+3/-3,63074,Meta,Llama 3.1 Community,2023/12,https://ai.meta.com/blog/meta-llama-3-1/,2025-03-17,
33,21.0,Gemini Advanced App (2024-05-14),1266.0,+4/-3,52159,Google,Proprietary,Online,https://gemini.google.com/advanced,2025-03-17,
33,47.0,Grok-2-Mini-08-13,1266.0,+4/-4,55471,xAI,Proprietary,2024/3,https://x.ai/blog/grok-2,2025-03-17,
35,37.0,Hunyuan-Standard-2025-02-10,1260.0,+9/-9,4022,Tencent,Proprietary,Unknown,https://cloud.tencent.com/document/product/1729/104753,2025-03-17,
36,23.0,GPT-4o-2024-08-06,1265.0,+3/-4,47994,OpenAI,Proprietary,2023/10,https://platform.openai.com/docs/models/gpt-4o,2025-03-17,
36,38.0,Qwen-Max-0919,1263.0,+4/-5,17435,Alibaba,Qwen,Unknown,https://help.aliyun.com/zh/dashscope/developer-reference/model-introduction,2025-03-17,
42,32.0,Gemini-1.5-Pro-001,1260.0,+2/-3,82459,Google,Proprietary,2023/11,https://aistudio.google.com/app/prompts/new_chat?model=gemini-1.5-pro,2025-03-17,
44,44.0,Deepseek-v2.5,1258.0,+4/-5,26356,DeepSeek,DeepSeek,Unknown,https://huggingface.co/deepseek-ai/DeepSeek-V2.5,2025-03-17,
44,50.0,Qwen2.5-72B-Instruct,1257.0,+3/-4,41550,Alibaba,Qwen,2024/9,https://qwenlm.github.io/blog/qwen2.5/,2025-03-17,
44,36.0,Llama-3.3-70B-Instruct,1257.0,+3/-3,32176,Meta,Llama-3.3,Unknown,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,2025-03-17,
44,32.0,GPT-4-Turbo-2024-04-09,1256.0,+2/-3,102190,OpenAI,Proprietary,2023/12,https://platform.openai.com/docs/models/gpt-4-turbo-and-gpt-4,2025-03-17,
46,39.0,Mistral-Large-2407,1251.0,+4/-3,48215,Mistral,Mistral Research,2024/7,https://mistral.ai/news/mistral-large-2407/,2025-03-17,
46,47.0,Athene-70B,1250.0,+4/-5,20596,NexusFlow,CC-BY-NC-4.0,2024/7,https://huggingface.co/Nexusflow/Athene-70B,2025-03-17,
49,55.0,Llama-3.1-Tulu-3-70B,1244.0,+9/-10,3011,Ai2,Llama 3.1,Unknown,https://huggingface.co/allenai/Llama-3.1-Tulu-3-70B,2025-03-17,
50,37.0,GPT-4-1106-preview,1250.0,+3/-3,103764,OpenAI,Proprietary,2023/4,https://openai.com/blog/new-models-and-developer-products-announced-at-devday,2025-03-17,
50,51.0,Mistral-Large-2411,1248.0,+4/-3,25997,Mistral,MRL,Unknown,https://huggingface.co/mistralai/Mistral-Large-Instruct-2411,2025-03-17,
50,55.0,Meta-Llama-3.1-70B-Instruct,1248.0,+3/-3,58675,Meta,Llama 3.1 Community,2023/12,https://ai.meta.com/blog/meta-llama-3-1/,2025-03-17,
51,35.0,Claude 3 Opus,1247.0,+3/-3,202714,Anthropic,Proprietary,2023/8,https://www.anthropic.com/news/claude-3-family,2025-03-17,
51,57.0,Amazon Nova Pro 1.0,1245.0,+4/-5,21272,Amazon,Proprietary,Unknown,https://docs.aws.amazon.com/nova/latest/userguide/what-is-nova.html,2025-03-17,
52,39.0,GPT-4-0125-preview,1245.0,+3/-2,97099,OpenAI,Proprietary,2023/12,https://openai.com/blog/new-models-and-developer-products-announced-at-devday,2025-03-17,
58,38.0,Claude 3.5 Haiku (20241022),1236.0,+4/-5,27327,Anthropic,Propretary,Unknown,https://www.anthropic.com/news/3-5-models-and-computer-use,2025-03-17,
58,57.0,Reka-Core-20240904,1235.0,+7/-7,7941,Reka AI,Proprietary,Unknown,https://docs.reka.ai/available-models,2025-03-17,
61,59.0,Gemini-1.5-Flash-001,1227.0,+3/-3,65672,Google,Proprietary,2023/11,https://aistudio.google.com/app/prompts/new_chat?model=gemini-1.5-flash,2025-03-17,
62,57.0,Jamba-1.5-Large,1221.0,+6/-6,9129,AI21 Labs,Jamba Open,2024/3,https://www.ai21.com/jamba,2025-03-17,
63,58.0,Gemma-2-27B-it,1220.0,+3/-3,79534,Google,Gemma license,2024/6,https://aistudio.google.com/app/prompts/new_chat?model=gemma-2-27b-it,2025-03-17,
63,65.0,Qwen2.5-Coder-32B-Instruct,1217.0,+7/-8,5731,Alibaba,Apache 2.0,Unknown,https://huggingface.co/Qwen/Qwen2.5-Coder-32B-Instruct,2025-03-17,
63,59.0,Gemma-2-9B-it-SimPO,1216.0,+5/-6,10554,Princeton,MIT,2024/7,https://huggingface.co/princeton-nlp/gemma-2-9b-it-SimPO,2025-03-17,
63,73.0,Amazon Nova Lite 1.0,1216.0,+5/-4,19290,Amazon,Proprietary,Unknown,https://docs.aws.amazon.com/nova/latest/userguide/what-is-nova.html,2025-03-17,
63,62.0,Command R+ (08-2024),1215.0,+5/-6,10542,Cohere,CC-BY-NC-4.0,2024/8,https://docs.cohere.com/docs/command-r-plus#model-details,2025-03-17,
63,69.0,Mistral-Small-24B-Instruct-2501,1214.0,+6/-5,11497,Mistral,Apache 2.0,Unknown,https://huggingface.co/mistralai/Mistral-Small-24B-Instruct-2501,2025-03-17,
63,57.0,Llama-3.1-Nemotron-51B-Instruct,1211.0,+9/-10,3887,Nvidia,Llama 3.1,2023/12,https://huggingface.co/nvidia/Llama-3_1-Nemotron-51B-Instruct,2025-03-17,
64,75.0,Gemini-1.5-Flash-8B-001,1212.0,+3/-4,37702,Google,Proprietary,Unknown,https://aistudio.google.com/app/prompts/new_chat?instructions=lmsys&model=gemini-1.5-flash-8b,2025-03-17,
65,72.0,Aya-Expanse-32B,1209.0,+4/-3,28777,Cohere,CC-BY-NC-4.0,Unknown,https://huggingface.co/CohereForAI/aya-expanse-32b,2025-03-17,
65,64.0,Nemotron-4-340B-Instruct,1209.0,+4/-5,20609,Nvidia,NVIDIA Open Model,2023/6,https://huggingface.co/nvidia/Nemotron-4-340B-Instruct,2025-03-17,
65,71.0,GLM-4-0520,1206.0,+6/-5,10215,Zhipu AI,Proprietary,Unknown,https://open.bigmodel.cn/dev/api#language,2025-03-17,
66,64.0,Reka-Flash-20240904,1205.0,+5/-7,8140,Reka AI,Proprietary,Unknown,https://docs.reka.ai/available-models,2025-03-17,
71,65.0,Llama-3-70B-Instruct,1206.0,+2/-2,163686,Meta,Llama 3 Community,2023/12,https://llama.meta.com/llama3/,2025-03-17,
71,79.0,Phi-4,1204.0,+4/-4,19667,Microsoft,MIT,Unknown,https://huggingface.co/microsoft/phi-4,2025-03-17,
74,64.0,Claude 3 Sonnet,1201.0,+3/-2,113091,Anthropic,Proprietary,2023/8,https://www.anthropic.com/news/claude-3-family,2025-03-17,
75,87.0,Amazon Nova Micro 1.0,1198.0,+4/-5,19356,Amazon,Proprietary,Unknown,https://docs.aws.amazon.com/nova/latest/userguide/what-is-nova.html,2025-03-17,
79,74.0,Gemma-2-9B-it,1192.0,+3/-3,57214,Google,Gemma license,2024/6,https://aistudio.google.com/app/prompts/new_chat?model=gemma-2-9b-it,2025-03-17,
79,73.0,Command R+ (04-2024),1190.0,+3/-2,80883,Cohere,CC-BY-NC-4.0,2024/3,https://txt.cohere.com/command-r-plus-microsoft-azure/,2025-03-17,
79,87.0,Hunyuan-Standard-256K,1189.0,+9/-12,2903,Tencent,Proprietary,Unknown,https://cloud.tencent.com/document/product/1729/104753,2025-03-17,
79,88.0,Llama-3.1-Tulu-3-8B,1185.0,+10/-9,3075,Ai2,Llama 3.1,Unknown,https://huggingface.co/allenai/Llama-3.1-Tulu-3-8B,2025-03-17,
80,73.0,Qwen2-72B-Instruct,1187.0,+3/-4,38883,Alibaba,Qianwen LICENSE,2024/6,https://qwenlm.github.io/blog/qwen2/,2025-03-17,
80,61.0,GPT-4-0314,1186.0,+3/-3,55977,OpenAI,Proprietary,2021/9,https://openai.com/research/gpt-4,2025-03-17,
80,87.0,Ministral-8B-2410,1182.0,+7/-7,5115,Mistral,MRL,Unknown,https://huggingface.co/mistralai/Ministral-8B-Instruct-2410,2025-03-17,
82,88.0,Aya-Expanse-8B,1180.0,+5/-6,10400,Cohere,CC-BY-NC-4.0,Unknown,https://huggingface.co/CohereForAI/aya-expanse-8b,2025-03-17,
82,75.0,Command R (08-2024),1179.0,+5/-6,10851,Cohere,CC-BY-NC-4.0,2024/8,https://docs.cohere.com/docs/command-r-plus#model-details,2025-03-17,
83,73.0,DeepSeek-Coder-V2-Instruct,1178.0,+4/-6,15757,DeepSeek AI,DeepSeek License,2024/6,https://huggingface.co/deepseek-ai/DeepSeek-Coder-V2-Instruct,2025-03-17,
84,79.0,Claude 3 Haiku,1179.0,+2/-2,122346,Anthropic,Proprietary,2023/8,https://www.anthropic.com/news/claude-3-family,2025-03-17,
84,87.0,Jamba-1.5-Mini,1176.0,+6/-6,9274,AI21 Labs,Jamba Open,2024/3,https://www.ai21.com/jamba,2025-03-17,
84,102.0,Meta-Llama-3.1-8B-Instruct,1176.0,+3/-3,52620,Meta,Llama 3.1 Community,2023/12,https://ai.meta.com/blog/meta-llama-3-1/,2025-03-17,
93,72.0,GPT-4-0613,1163.0,+3/-3,91634,OpenAI,Proprietary,2021/9,https://platform.openai.com/docs/models/gpt-4-and-gpt-4-turbo,2025-03-17,
93,87.0,Qwen1.5-110B-Chat,1161.0,+4/-4,27438,Alibaba,Qianwen LICENSE,2024/4,https://qwenlm.github.io/blog/qwen1.5-110b/,2025-03-17,
93,102.0,Yi-1.5-34B-Chat,1157.0,+3/-3,25136,01 AI,Apache-2.0,2024/5,https://huggingface.co/01-ai/Yi-1.5-34B-Chat,2025-03-17,
93,120.0,QwQ-32B-Preview,1153.0,+11/-10,3411,Alibaba,Apache 2.0,Unknown,https://huggingface.co/Qwen/QwQ-32B-Preview,2025-03-17,
94,87.0,Mistral-Large-2402,1157.0,+3/-3,64932,Mistral,Proprietary,Unknown,https://mistral.ai/news/mistral-large/,2025-03-17,
94,88.0,Reka-Flash-21B-online,1156.0,+4/-5,16022,Reka AI,Proprietary,Online,https://docs.reka.ai/http-api.html#generation,2025-03-17,
95,96.0,Llama-3-8B-Instruct,1152.0,+3/-3,109104,Meta,Llama 3 Community,2023/3,https://llama.meta.com/llama3/,2025-03-17,
95,110.0,InternLM2.5-20B-chat,1149.0,+6/-6,10595,InternLM,Other,2024/8,https://huggingface.co/internlm/internlm2_5-20b-chat,2025-03-17,
97,92.0,Command R (04-2024),1149.0,+3/-3,56399,Cohere,CC-BY-NC-4.0,2024/3,https://txt.cohere.com/command-r,2025-03-17,
97,97.0,Mistral Medium,1148.0,+4/-3,35566,Mistral,Proprietary,Unknown,https://mistral.ai/news/la-plateforme/,2025-03-17,
97,96.0,Reka-Flash-21B,1148.0,+4/-4,25818,Reka AI,Proprietary,2023/11,https://www.reka.ai/news/reka-flash-efficient-and-capable-multimodal-language-models,2025-03-17,
97,97.0,Granite-3.1-8B-Instruct,1142.0,+9/-9,3299,IBM,Apache 2.0,Unknown,https://huggingface.co/ibm-granite/granite-3.1-8b-instruct,2025-03-17,
98,91.0,Mixtral-8x22b-Instruct-v0.1,1147.0,+3/-4,53781,Mistral,Apache 2.0,2024/4,https://mistral.ai/news/mixtral-8x22b/,2025-03-17,
98,91.0,Qwen1.5-72B-Chat,1147.0,+3/-3,40664,Alibaba,Qianwen LICENSE,2024/2,https://qwenlm.github.io/blog/qwen1.5/,2025-03-17,
99,110.0,Gemma-2-2b-it,1144.0,+3/-4,48926,Google,Gemma license,2024/7,https://aistudio.google.com/app/prompts/new_chat?model=gemma-2-2b-it,2025-03-17,
107,90.0,Gemini-1.0-Pro-001,1131.0,+4/-5,18805,Google,Proprietary,2023/4,https://aistudio.google.com/app/prompts/new_chat?model=gemini-1.0-pro,2025-03-17,
107,102.0,Zephyr-ORPO-141b-A35b-v0.1,1127.0,+10/-6,4863,HuggingFace,Apache 2.0,2024/4,https://huggingface.co/HuggingFaceH4/zephyr-orpo-141b-A35b-v0.1,2025-03-17,
108,104.0,Qwen1.5-32B-Chat,1125.0,+5/-4,22772,Alibaba,Qianwen LICENSE,2024/2,https://qwenlm.github.io/blog/qwen1.5-32b/,2025-03-17,
108,110.0,Phi-3-Medium-4k-Instruct,1123.0,+3/-4,26107,Microsoft,MIT,2023/10,https://huggingface.co/microsoft/Phi-3-medium-4k-instruct,2025-03-17,
108,110.0,Granite-3.1-2B-Instruct,1119.0,+10/-10,3380,IBM,Apache 2.0,Unknown,https://huggingface.co/ibm-granite/granite-3.1-2b-instruct,2025-03-17,
109,120.0,Starling-LM-7B-beta,1119.0,+5/-5,16675,Nexusflow,Apache-2.0,2024/3,https://huggingface.co/Nexusflow/Starling-LM-7B-beta,2025-03-17,
112,115.0,Yi-34B-Chat,1111.0,+5/-4,15933,01 AI,Yi License,2023/6,https://huggingface.co/01-ai/Yi-34B-Chat,2025-03-17,
112,100.0,Gemini Pro,1110.0,+5/-7,6558,Google,Proprietary,2023/4,https://blog.google/technology/ai/gemini-api-developers-cloud/,2025-03-17,
113,111.0,Mixtral-8x7B-Instruct-v0.1,1114.0,+0/-0,76134,Mistral,Apache 2.0,2023/12,https://mistral.ai/news/mixtral-of-experts/,2025-03-17,
114,113.0,Qwen1.5-14B-Chat,1109.0,+4/-4,18679,Alibaba,Qianwen LICENSE,2024/2,https://qwenlm.github.io/blog/qwen1.5/,2025-03-17,
114,113.0,WizardLM-70B-v1.0,1106.0,+7/-7,8383,Microsoft,Llama 2 Community,2023/8,https://huggingface.co/WizardLM/WizardLM-70B-V1.0,2025-03-17,
114,118.0,Meta-Llama-3.2-3B-Instruct,1103.0,+7/-6,8396,Meta,Llama 3.2,2023/12,https://ai.meta.com/blog/llama-3-2-connect-2024-vision-edge-mobile-devices/,2025-03-17,
115,100.0,GPT-3.5-Turbo-0125,1106.0,+3/-3,68880,OpenAI,Proprietary,2021/9,https://platform.openai.com/docs/models/gpt-3-5-turbo,2025-03-17,
116,110.0,DBRX-Instruct-Preview,1103.0,+3/-3,33745,Databricks,DBRX LICENSE,2023/12,https://www.databricks.com/blog/introducing-dbrx-new-state-art-open-llm,2025-03-17,
116,115.0,Phi-3-Small-8k-Instruct,1102.0,+4/-5,18484,Microsoft,MIT,2023/10,https://huggingface.co/microsoft/Phi-3-small-8k-instruct,2025-03-17,
116,119.0,Tulu-2-DPO-70B,1099.0,+7/-5,6660,AllenAI/UW,AI2 ImpACT Low-risk,2023/11,https://huggingface.co/allenai/tulu-2-dpo-70b,2025-03-17,
119,110.0,Granite-3.0-8B-Instruct,1093.0,+7/-6,7000,IBM,Apache 2.0,Unknown,https://huggingface.co/ibm-granite/granite-3.0-8b-instruct,2025-03-17,
123,129.0,Llama-2-70B-chat,1093.0,+3/-3,39607,Meta,Llama 2 Community,2023/7,https://huggingface.co/meta-llama/Llama-2-70b-chat-hf,2025-03-17,
123,115.0,OpenChat-3.5-0106,1091.0,+5/-6,12991,OpenChat,Apache-2.0,2024/1,https://huggingface.co/openchat/openchat-3.5-0106,2025-03-17,
123,121.0,Vicuna-33B,1090.0,+5/-4,22943,LMSYS,Non-commercial,2023/8,https://huggingface.co/lmsys/vicuna-33b-v1.3,2025-03-17,
123,126.0,Starling-LM-7B-alpha,1088.0,+6/-5,10417,UC Berkeley,CC-BY-NC-4.0,2023/11,https://huggingface.co/berkeley-nest/Starling-LM-7B-alpha,2025-03-17,
123,132.0,Nous-Hermes-2-Mixtral-8x7B-DPO,1084.0,+11/-8,3836,NousResearch,Apache-2.0,2024/1,https://huggingface.co/NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,2025-03-17,
124,115.0,Snowflake Arctic Instruct,1090.0,+3/-4,34186,Snowflake,Apache 2.0,2024/4,https://www.snowflake.com/blog/arctic-open-efficient-foundation-language-models-snowflake/,2025-03-17,
125,116.0,Gemma-1.1-7B-it,1084.0,+4/-4,25069,Google,Gemma license,2024/2,https://huggingface.co/google/gemma-1.1-7b-it,2025-03-17,
125,130.0,NV-Llama2-70B-SteerLM-Chat,1080.0,+8/-9,3637,Nvidia,Llama 2 Community,2023/11,https://huggingface.co/nvidia/Llama2-70B-SteerLM-Chat,2025-03-17,
129,120.0,DeepSeek-LLM-67B-Chat,1077.0,+9/-6,4988,DeepSeek AI,DeepSeek License,2023/11,https://huggingface.co/deepseek-ai/deepseek-llm-67b-chat,2025-03-17,
130,118.0,OpenChat-3.5,1076.0,+6/-6,8111,OpenChat,Apache-2.0,2023/11,https://huggingface.co/openchat/openchat_3.5,2025-03-17,
130,120.0,OpenHermes-2.5-Mistral-7B,1074.0,+8/-8,5088,NousResearch,Apache-2.0,2023/11,https://huggingface.co/teknium/OpenHermes-2.5-Mistral-7B,2025-03-17,
130,126.0,Granite-3.0-2B-Instruct,1073.0,+7/-7,7188,IBM,Apache 2.0,Unknown,https://huggingface.co/ibm-granite/granite-3.0-2b-instruct,2025-03-17,
130,136.0,Qwen1.5-7B-Chat,1070.0,+10/-9,4872,Alibaba,Qianwen LICENSE,2024/2,https://qwenlm.github.io/blog/qwen1.5/,2025-03-17,
131,136.0,Mistral-7B-Instruct-v0.2,1072.0,+4/-5,20063,Mistral,Apache-2.0,2023/12,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.2,2025-03-17,
131,136.0,Phi-3-Mini-4K-Instruct-June-24,1070.0,+6/-6,12809,Microsoft,MIT,2023/10,https://huggingface.co/microsoft/Phi-3-mini-4k-instruct,2025-03-17,
131,132.0,Dolphin-2.2.1-Mistral-7B,1063.0,+16/-14,1713,Cognitive Computations,Apache-2.0,2023/10,https://huggingface.co/ehartford/dolphin-2.2.1-mistral-7b,2025-03-17,
132,110.0,GPT-3.5-Turbo-1106,1068.0,+4/-5,17035,OpenAI,Proprietary,2021/9,https://platform.openai.com/docs/models/gpt-3-5,2025-03-17,
133,139.0,Phi-3-Mini-4k-Instruct,1066.0,+5/-5,21099,Microsoft,MIT,2023/10,https://huggingface.co/microsoft/Phi-3-mini-4k-instruct,2025-03-17,
134,136.0,SOLAR-10.7B-Instruct-v1.0,1062.0,+8/-10,4290,Upstage AI,CC-BY-NC-4.0,2023/11,https://huggingface.co/upstage/SOLAR-10.7B-Instruct-v1.0,2025-03-17,
135,142.0,Llama-2-13b-chat,1063.0,+5/-5,19717,Meta,Llama 2 Community,2023/7,https://huggingface.co/meta-llama/Llama-2-13b-chat-hf,2025-03-17,
138,136.0,WizardLM-13b-v1.2,1058.0,+7/-5,7177,Microsoft,Llama 2 Community,2023/7,https://huggingface.co/WizardLM/WizardLM-13B-V1.2,2025-03-17,
142,146.0,Meta-Llama-3.2-1B-Instruct,1054.0,+6/-7,8523,Meta,Llama 3.2,2023/12,https://ai.meta.com/blog/llama-3-2-connect-2024-vision-edge-mobile-devices/,2025-03-17,
143,144.0,Zephyr-7B-beta,1053.0,+4/-6,11319,HuggingFace,MIT,2023/10,https://huggingface.co/HuggingFaceH4/zephyr-7b-beta,2025-03-17,
143,139.0,SmolLM2-1.7B-Instruct,1046.0,+11/-15,2372,HuggingFace,Apache 2.0,Unknown,https://huggingface.co/HuggingFaceTB/SmolLM2-1.7B-Instruct,2025-03-17,
143,136.0,MPT-30B-chat,1045.0,+12/-12,2648,MosaicML,CC-BY-NC-SA-4.0,2023/6,https://huggingface.co/mosaicml/mpt-30b-chat,2025-03-17,
143,143.0,CodeLlama-70B-instruct,1041.0,+16/-18,1193,Meta,Llama 2 Community,2024/1,https://huggingface.co/codellama/CodeLlama-70b-hf,2025-03-17,
143,140.0,Zephyr-7B-alpha,1041.0,+16/-16,1812,HuggingFace,MIT,2023/10,https://huggingface.co/HuggingFaceH4/zephyr-7b-alpha,2025-03-17,
145,146.0,CodeLlama-34B-instruct,1043.0,+7/-6,7509,Meta,Llama 2 Community,2023/7,https://huggingface.co/codellama/CodeLlama-34b-Instruct-hf,2025-03-17,
145,136.0,falcon-180b-chat,1034.0,+15/-16,1328,TII,Falcon-180B TII License,2023/9,https://huggingface.co/tiiuae/falcon-180B-chat,2025-03-17,
147,139.0,Vicuna-13B,1042.0,+5/-4,19770,LMSYS,Llama 2 Community,2023/7,https://huggingface.co/lmsys/vicuna-13b-v1.5,2025-03-17,
148,144.0,Gemma-7B-it,1037.0,+8/-5,9182,Google,Gemma license,2024/2,https://huggingface.co/google/gemma-7b-it,2025-03-17,
148,144.0,Phi-3-Mini-128k-Instruct,1037.0,+4/-4,21639,Microsoft,MIT,2023/10,https://azure.microsoft.com/en-us/blog/introducing-phi-3-redefining-whats-possible-with-slms/,2025-03-17,
148,159.0,Llama-2-7B-chat,1037.0,+6/-5,14532,Meta,Llama 2 Community,2023/7,https://huggingface.co/meta-llama/Llama-2-7b-chat-hf,2025-03-17,
148,137.0,Qwen-14B-Chat,1035.0,+8/-8,5067,Alibaba,Qianwen LICENSE,2023/8,https://huggingface.co/Qwen/Qwen-14B-Chat,2025-03-17,
148,149.0,Guanaco-33B,1032.0,+10/-9,2997,UW,Non-commercial,2023/5,https://huggingface.co/timdettmers/guanaco-33b-merged,2025-03-17,
155,149.0,Gemma-1.1-2b-it,1021.0,+7/-7,11345,Google,Gemma license,2024/2,https://huggingface.co/google/gemma-1.1-2b-it,2025-03-17,
157,152.0,StripedHyena-Nous-7B,1017.0,+7/-8,5277,Together AI,Apache 2.0,2023/12,https://huggingface.co/togethercomputer/StripedHyena-Nous-7B,2025-03-17,
158,166.0,OLMo-7B-instruct,1015.0,+8/-6,6505,Allen AI,Apache-2.0,2024/2,https://huggingface.co/allenai/OLMo-7B-Instruct,2025-03-17,
161,159.0,Mistral-7B-Instruct-v0.1,1008.0,+6/-6,9145,Mistral,Apache 2.0,2023/9,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.1,2025-03-17,
161,160.0,Vicuna-7B,1005.0,+7/-10,7013,LMSYS,Llama 2 Community,2023/7,https://huggingface.co/lmsys/vicuna-7b-v1.5,2025-03-17,
161,148.0,PaLM-Chat-Bison-001,1003.0,+7/-6,8716,Google,Proprietary,2021/6,https://cloud.google.com/vertex-ai/docs/generative-ai/learn/models#foundation_models,2025-03-17,
164,164.0,Gemma-2B-it,989.0,+8/-8,4921,Google,Gemma license,2024/2,https://huggingface.co/google/gemma-2b-it,2025-03-17,
165,162.0,Qwen1.5-4B-Chat,988.0,+9/-5,7822,Alibaba,Qianwen LICENSE,2024/2,https://qwenlm.github.io/blog/qwen1.5/,2025-03-17,
168,167.0,Koala-13B,964.0,+8/-9,7023,UC Berkeley,Non-commercial,2023/4,https://bair.berkeley.edu/blog/2023/04/03/koala/,2025-03-17,
168,168.0,ChatGLM3-6B,955.0,+9/-8,4764,Tsinghua,Apache-2.0,2023/10,https://huggingface.co/THUDM/chatglm3-6b,2025-03-17,
170,168.0,GPT4All-13B-Snoozy,932.0,+15/-14,1789,Nomic AI,Non-commercial,2023/3,https://huggingface.co/nomic-ai/gpt4all-13b-snoozy,2025-03-17,
170,168.0,MPT-7B-Chat,928.0,+9/-11,3999,MosaicML,CC-BY-NC-SA-4.0,2023/5,https://huggingface.co/mosaicml/mpt-7b-chat,2025-03-17,
170,173.0,ChatGLM2-6B,924.0,+13/-15,2709,Tsinghua,Apache-2.0,2023/6,https://huggingface.co/THUDM/chatglm2-6b,2025-03-17,
170,172.0,RWKV-4-Raven-14B,922.0,+9/-10,4919,RWKV,Apache 2.0,2023/4,https://huggingface.co/BlinkDL/rwkv-4-raven,2025-03-17,
173,168.0,Alpaca-13B,901.0,+9/-7,5864,Stanford,Non-commercial,2023/3,https://crfm.stanford.edu/2023/03/13/alpaca.html,2025-03-17,
174,174.0,OpenAssistant-Pythia-12B,893.0,+9/-7,6368,OpenAssistant,Apache 2.0,2023/4,https://huggingface.co/OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,2025-03-17,
175,176.0,ChatGLM-6B,879.0,+10/-6,4985,Tsinghua,Non-commercial,2023/3,https://huggingface.co/THUDM/chatglm-6b,2025-03-17,
176,176.0,FastChat-T5-3B,867.0,+8/-10,4287,LMSYS,Apache 2.0,2023/4,https://huggingface.co/lmsys/fastchat-t5-3b-v1.0,2025-03-17,
178,179.0,StableLM-Tuned-Alpha-7B,840.0,+10/-10,3338,Stability AI,CC-BY-NC-SA-4.0,2023/4,https://huggingface.co/stabilityai/stablelm-tuned-alpha-7b,2025-03-17,
178,176.0,Dolly-V2-12B,822.0,+11/-9,3483,Databricks,MIT,2023/4,https://huggingface.co/databricks/dolly-v2-12b,2025-03-17,
180,177.0,LLaMA-13B,799.0,+11/-12,2445,Meta,Non-commercial,2023/2,https://arxiv.org/abs/2302.13971,2025-03-17,
1,2.0,Grok-3-Preview-02-24,1407.0,+7/-7,7580,xAI,Proprietary,Unknown,https://x.ai/blog/grok-3,2025-03-12,
1,1.0,GPT-4.5-Preview,1404.0,+7/-9,6024,OpenAI,Proprietary,Unknown,https://openai.com/index/introducing-gpt-4-5/,2025-03-12,
1,2.0,chocolate (Early Grok-3),1402.0,+5/-5,14006,xAI,Proprietary,Unknown,https://x.com/lmarena_ai/status/1891706264800936307,2025-03-12,
4,7.0,Gemini-2.0-Flash-Thinking-Exp-01-21,1384.0,+5/-5,19837,Google,Proprietary,Unknown,https://aistudio.google.com/prompts/new_chat?model=gemini-2.0-flash-thinking-exp-01-21,2025-03-12,
4,3.0,Gemini-2.0-Pro-Exp-02-05,1380.0,+4/-4,17695,Google,Proprietary,Unknown,https://aistudio.google.com/prompts/new_chat?model=gemini-2.0-pro-exp-02-05,2025-03-12,
